"record_id","collection","project_id","protocol_id","protocol_type","species_id","statprov_code","country_code","SiteCode","bcr","subnational2_code","iba_site","utm_square","survey_year","survey_month","survey_week","survey_day","breeding_rank","GlobalUniqueIdentifier","CatalogNumber","Locality","TimeCollected","CollectorNumber","FieldNumber","Remarks","ProjectCode","ProtocolType","ProtocolCode","ProtocolURL","SurveyAreaIdentifier","SamplingEventIdentifier","SamplingEventStructure","RouteIdentifier","TimeObservationsStarted","TimeObservationsEnded","DurationInHours","TimeIntervalStarted","TimeIntervalEnded","TimeIntervalsAdditive","NumberOfObservers","NoObservations","ObservationCount","ObservationDescriptor","ObservationCount2","ObservationDescriptor2","ObservationCount3","ObservationDescriptor3","ObservationCount4","ObservationDescriptor4","ObservationCount5","ObservationDescriptor5","ObservationCount6","ObservationDescriptor6","AllIndividualsReported","AllSpeciesReported","date","doy","OBJECTID","BAID","PLACE_TYPE","TYPE_DE_LI","DESC_EN","DESC_FR","Public_Inf","Shape__Are","Shape__Len","scientific_name","english_name","french_name","taxon_group","geometry"
906063062,"QCATLAS2PC",1035,NA,1,16610,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,2,10,10,"URN:catalog:QCATLAS:QCATLAS2PC:434736-PACJ","434736-PACJ","Atlas Square 18XS67","7.7","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434736",NA,"18XS67","7.7","7.78333","0.08333333","7.7",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-10,161,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga coronata","Yellow-rumped Warbler","Paruline à croupion jaune","BIRDS",c(-72.880096, 46.694469)
906063072,"QCATLAS2PC",1035,NA,1,20500,"QC","CA","18XS68-XX",12,"CA.QC.CM","N/A","18TXS68",2014,5,4,29,10,"URN:catalog:QCATLAS:QCATLAS2PC:434710-CHJA","434710-CHJA","Atlas Square 18XS68","7.41667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS68","434710",NA,"18XS68","7.41667","7.5","0.08333333","7.41667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-05-29,149,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Spinus tristis","American Goldfinch","Chardonneret jaune","BIRDS",c(-72.825699, 46.759327)
906063203,"QCATLAS2PC",1035,NA,1,16890,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,2,10,10,"URN:catalog:QCATLAS:QCATLAS2PC:434736-PAFL","434736-PAFL","Atlas Square 18XS67","7.7","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434736",NA,"18XS67","7.7","7.78333","0.08333333","7.7",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-10,161,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga ruticilla","American Redstart","Paruline flamboyante","BIRDS",c(-72.880096, 46.694469)
906063301,"QCATLAS2PC",1035,NA,1,16660,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2014,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:434760-PAGN","434760-PAGN","Atlas Square 18XS58","9.73333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","434760",NA,"18XS58","9.73333","9.81667","0.08333333","9.73333",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga virens","Black-throated Green Warbler","Paruline à gorge noire","BIRDS",c(-73.034225, 46.764458)
906063325,"QCATLAS2PC",1035,NA,1,16930,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:434755-PACO","434755-PACO","Atlas Square 18XS67","7.7","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434755",NA,"18XS67","7.7","7.78333","0.08333333","7.7",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Seiurus aurocapilla","Ovenbird","Paruline couronnée","BIRDS",c(-72.860924, 46.743744)
906063327,"QCATLAS2PC",1035,NA,1,16930,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,2,10,10,"URN:catalog:QCATLAS:QCATLAS2PC:434735-PACO","434735-PACO","Atlas Square 18XS67","7.41667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434735",NA,"18XS67","7.41667","7.5","0.08333333","7.41667",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-10,161,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Seiurus aurocapilla","Ovenbird","Paruline couronnée","BIRDS",c(-72.876968, 46.685528)
906063328,"QCATLAS2PC",1035,NA,1,16930,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,2,10,10,"URN:catalog:QCATLAS:QCATLAS2PC:434739-PACO","434739-PACO","Atlas Square 18XS67","9","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434739",NA,"18XS67","9","9.08333","0.08333333","9",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-10,161,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Seiurus aurocapilla","Ovenbird","Paruline couronnée","BIRDS",c(-72.891541, 46.713329)
906063330,"QCATLAS2PC",1035,NA,1,16930,"QC","CA","18XS68-XX",12,"CA.QC.CM","N/A","18TXS68",2014,5,4,29,10,"URN:catalog:QCATLAS:QCATLAS2PC:434710-PACO","434710-PACO","Atlas Square 18XS68","7.41667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS68","434710",NA,"18XS68","7.41667","7.5","0.08333333","7.41667",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-05-29,149,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Seiurus aurocapilla","Ovenbird","Paruline couronnée","BIRDS",c(-72.825699, 46.759327)
906063339,"QCATLAS2PC",1035,NA,1,16890,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,2,10,10,"URN:catalog:QCATLAS:QCATLAS2PC:434739-PAFL","434739-PAFL","Atlas Square 18XS67","9","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434739",NA,"18XS67","9","9.08333","0.08333333","9",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-10,161,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga ruticilla","American Redstart","Paruline flamboyante","BIRDS",c(-72.891541, 46.713329)
906063351,"QCATLAS2PC",1035,NA,1,16660,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2014,6,2,11,10,"URN:catalog:QCATLAS:QCATLAS2PC:434743-PAGN","434743-PAGN","Atlas Square 18XS58","7.73333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","434743",NA,"18XS58","7.73333","7.81667","0.08333333","7.73333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-11,162,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga virens","Black-throated Green Warbler","Paruline à gorge noire","BIRDS",c(-72.924164, 46.755135)
906063353,"QCATLAS2PC",1035,NA,1,16610,"QC","CA","18XS47-XX",12,"CA.QC.CM","N/A","18TXS47",2014,6,2,16,10,"URN:catalog:QCATLAS:QCATLAS2PC:434794-PACJ","434794-PACJ","Atlas Square 18XS47","6.81667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS47","434794",NA,"18XS47","6.81667","6.9","0.08333333","6.81667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-16,167,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga coronata","Yellow-rumped Warbler","Paruline à croupion jaune","BIRDS",c(-73.043449, 46.684673)
906063354,"QCATLAS2PC",1035,NA,1,19010,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:434753-BRMA","434753-BRMA","Atlas Square 18XS67","6.43333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434753",NA,"18XS67","6.43333","6.51667","0.08333333","6.43333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Melospiza georgiana","Swamp Sparrow","Bruant des marais","BIRDS",c(-72.854591, 46.751949)
906063355,"QCATLAS2PC",1035,NA,1,16660,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:434753-PAGN","434753-PAGN","Atlas Square 18XS67","6.43333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434753",NA,"18XS67","6.43333","6.51667","0.08333333","6.43333",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga virens","Black-throated Green Warbler","Paruline à gorge noire","BIRDS",c(-72.854591, 46.751949)
906063356,"QCATLAS2PC",1035,NA,1,16610,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2014,6,1,2,10,"URN:catalog:QCATLAS:QCATLAS2PC:434720-PACJ","434720-PACJ","Atlas Square 18XS58","8.66667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","434720",NA,"18XS58","8.66667","8.75","0.08333333","8.66667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-02,153,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga coronata","Yellow-rumped Warbler","Paruline à croupion jaune","BIRDS",c(-73.016502, 46.760532)
906063372,"QCATLAS2PC",1035,NA,1,14960,"QC","CA","18XS68-XX",12,"CA.QC.CM","N/A","18TXS68",2014,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:434752-ROCD","434752-ROCD","Atlas Square 18XS68","6.25","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS68","434752",NA,"18XS68","6.25","6.33333","0.08333333","6.25",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Regulus satrapa","Golden-crowned Kinglet","Roitelet à couronne dorée","BIRDS",c(-72.848526, 46.75341)
906063386,"QCATLAS2PC",1035,NA,1,16610,"QC","CA","18XS57-XX",12,"CA.QC.CM","N/A","18TXS57",2014,6,2,16,10,"URN:catalog:QCATLAS:QCATLAS2PC:434749-PACJ","434749-PACJ","Atlas Square 18XS57","7.33333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS57","434749",NA,"18XS57","7.33333","7.41667","0.08333333","7.33333",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-16,167,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga coronata","Yellow-rumped Warbler","Paruline à croupion jaune","BIRDS",c(-73.028381, 46.700993)
906063461,"QCATLAS2PC",1035,NA,1,14960,"QC","CA","18XS47-XX",12,"CA.QC.CM","N/A","18TXS47",2014,6,2,16,10,"URN:catalog:QCATLAS:QCATLAS2PC:434748-ROCD","434748-ROCD","Atlas Square 18XS47","7.08333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS47","434748",NA,"18XS47","7.08333","7.16667","0.08333333","7.08333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-16,167,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Regulus satrapa","Golden-crowned Kinglet","Roitelet à couronne dorée","BIRDS",c(-73.039909, 46.689247)
906063464,"QCATLAS2PC",1035,NA,1,14450,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,2,10,10,"URN:catalog:QCATLAS:QCATLAS2PC:434736-GRBR","434736-GRBR","Atlas Square 18XS67","7.7","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434736",NA,"18XS67","7.7","7.78333","0.08333333","7.7",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-10,161,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Certhia americana","Brown Creeper","Grimpereau brun","BIRDS",c(-72.880096, 46.694469)
906063552,"QCATLAS2PC",1035,NA,1,16660,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2014,6,1,2,10,"URN:catalog:QCATLAS:QCATLAS2PC:434717-PAGN","434717-PAGN","Atlas Square 18XS58","7.25","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","434717",NA,"18XS58","7.25","7.33333","0.08333333","7.25",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-02,153,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga virens","Black-throated Green Warbler","Paruline à gorge noire","BIRDS",c(-72.95237, 46.768242)
906063603,"QCATLAS2PC",1035,NA,1,16890,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,1,5,10,"URN:catalog:QCATLAS:QCATLAS2PC:434727-PAFL","434727-PAFL","Atlas Square 18XS67","9.01667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434727",NA,"18XS67","9.01667","9.1","0.08333333","9.01667",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-05,156,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga ruticilla","American Redstart","Paruline flamboyante","BIRDS",c(-72.862091, 46.69706)
906063604,"QCATLAS2PC",1035,NA,1,16940,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,1,5,10,"URN:catalog:QCATLAS:QCATLAS2PC:434727-PARU","434727-PARU","Atlas Square 18XS67","9.01667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434727",NA,"18XS67","9.01667","9.1","0.08333333","9.01667",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-05,156,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Parkesia noveboracensis","Northern Waterthrush","Paruline des ruisseaux","BIRDS",c(-72.862091, 46.69706)
906063882,"QCATLAS2PC",1035,NA,1,13640,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2014,6,1,2,10,"URN:catalog:QCATLAS:QCATLAS2PC:434718-GEBL","434718-GEBL","Atlas Square 18XS58","7.9","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","434718",NA,"18XS58","7.9","7.98333","0.08333333","7.9",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-02,153,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Cyanocitta cristata","Blue Jay","Geai bleu","BIRDS",c(-72.965996, 46.757065)
906063913,"QCATLAS2PC",1035,NA,1,10220,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,1,5,10,"URN:catalog:QCATLAS:QCATLAS2PC:434721-PIMA","434721-PIMA","Atlas Square 18XS67","6.05","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434721",NA,"18XS67","6.05","6.13333","0.08333333","6.05",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-05,156,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Sphyrapicus varius","Yellow-bellied Sapsucker","Pic maculé","BIRDS",c(-72.810577, 46.750729)
906064105,"QCATLAS2PC",1035,NA,1,12160,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,2,10,10,"URN:catalog:QCATLAS:QCATLAS2PC:434735-MOAU","434735-MOAU","Atlas Square 18XS67","7.41667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434735",NA,"18XS67","7.41667","7.5","0.08333333","7.41667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-10,161,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Empidonax alnorum","Alder Flycatcher","Moucherolle des aulnes","BIRDS",c(-72.876968, 46.685528)
906064106,"QCATLAS2PC",1035,NA,1,13640,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,2,10,10,"URN:catalog:QCATLAS:QCATLAS2PC:434739-GEBL","434739-GEBL","Atlas Square 18XS67","9","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434739",NA,"18XS67","9","9.08333","0.08333333","9",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-10,161,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Cyanocitta cristata","Blue Jay","Geai bleu","BIRDS",c(-72.891541, 46.713329)
906064225,"QCATLAS2PC",1035,NA,1,16600,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:434753-PABL","434753-PABL","Atlas Square 18XS67","6.43333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434753",NA,"18XS67","6.43333","6.51667","0.08333333","6.43333",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga caerulescens","Black-throated Blue Warbler","Paruline bleue","BIRDS",c(-72.854591, 46.751949)
906064235,"QCATLAS2PC",1035,NA,1,41384,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:434753-VIYR","434753-VIYR","Atlas Square 18XS67","6.43333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434753",NA,"18XS67","6.43333","6.51667","0.08333333","6.43333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Vireo olivaceus","Red-eyed Vireo","Viréo aux yeux rouges","BIRDS",c(-72.854591, 46.751949)
906064449,"QCATLAS2PC",1035,NA,1,16480,"QC","CA","18XS68-XX",12,"CA.QC.CM","N/A","18TXS68",2014,5,4,29,10,"URN:catalog:QCATLAS:QCATLAS2PC:434770-PAJG","434770-PAJG","Atlas Square 18XS68","7.88333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS68","434770",NA,"18XS68","7.88333","7.96667","0.08333333","7.88333",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-05-29,149,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Leiothlypis ruficapilla","Nashville Warbler","Paruline à joues grises","BIRDS",c(-72.835648, 46.759342)
906064502,"QCATLAS2PC",1035,NA,1,230,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2014,6,1,2,10,"URN:catalog:QCATLAS:QCATLAS2PC:434720-BECA","434720-BECA","Atlas Square 18XS58","8.66667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","434720",NA,"18XS58","8.66667","8.75","0.08333333","8.66667",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-02,153,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Branta canadensis","Canada Goose","Bernache du Canada","BIRDS",c(-73.016502, 46.760532)
906064503,"QCATLAS2PC",1035,NA,1,16480,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2014,6,1,2,10,"URN:catalog:QCATLAS:QCATLAS2PC:434720-PAJG","434720-PAJG","Atlas Square 18XS58","8.66667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","434720",NA,"18XS58","8.66667","8.75","0.08333333","8.66667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-02,153,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Leiothlypis ruficapilla","Nashville Warbler","Paruline à joues grises","BIRDS",c(-73.016502, 46.760532)
906064521,"QCATLAS2PC",1035,NA,1,16330,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:434756-JAAM","434756-JAAM","Atlas Square 18XS67","7.93333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434756",NA,"18XS67","7.93333","8.01667","0.08333333","7.93333",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Bombycilla cedrorum","Cedar Waxwing","Jaseur d'Amérique","BIRDS",c(-72.857422, 46.743309)
906064551,"QCATLAS2PC",1035,NA,1,15590,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,2,10,10,"URN:catalog:QCATLAS:QCATLAS2PC:434737-GRSO","434737-GRSO","Atlas Square 18XS67","8.08333","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434737",NA,"18XS67","8.08333","8.16667","0.08333333","8.08333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-10,161,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Catharus guttatus","Hermit Thrush","Grive solitaire","BIRDS",c(-72.87207, 46.697327)
906064561,"QCATLAS2PC",1035,NA,1,16600,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:434785-PABL","434785-PABL","Atlas Square 18XS67","7.51667","2103",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","434785",NA,"18XS67","7.51667","7.6","0.08333333","7.51667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga caerulescens","Black-throated Blue Warbler","Paruline bleue","BIRDS",c(-72.863388, 46.742737)
