"record_id","collection","project_id","protocol_id","protocol_type","species_id","statprov_code","country_code","SiteCode","bcr","subnational2_code","iba_site","utm_square","survey_year","survey_month","survey_week","survey_day","breeding_rank","GlobalUniqueIdentifier","CatalogNumber","Locality","TimeCollected","CollectorNumber","FieldNumber","Remarks","ProjectCode","ProtocolType","ProtocolCode","ProtocolURL","SurveyAreaIdentifier","SamplingEventIdentifier","SamplingEventStructure","RouteIdentifier","TimeObservationsStarted","TimeObservationsEnded","DurationInHours","TimeIntervalStarted","TimeIntervalEnded","TimeIntervalsAdditive","NumberOfObservers","NoObservations","ObservationCount","ObservationDescriptor","ObservationCount2","ObservationDescriptor2","ObservationCount3","ObservationDescriptor3","ObservationCount4","ObservationDescriptor4","ObservationCount5","ObservationDescriptor5","ObservationCount6","ObservationDescriptor6","AllIndividualsReported","AllSpeciesReported","date","doy","OBJECTID","BAID","PLACE_TYPE","TYPE_DE_LI","DESC_EN","DESC_FR","Public_Inf","Shape__Are","Shape__Len","scientific_name","english_name","french_name","taxon_group","geometry"
906125038,"QCATLAS2PC",1035,NA,1,14410,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2012,6,2,15,10,"URN:catalog:QCATLAS:QCATLAS2PC:421005-SIPR","421005-SIPR","Atlas Square 18XS67","8.03333","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","421005",NA,"18XS67","8.03333","8.11667","0.08333333","8.03333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-15,167,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Sitta canadensis","Red-breasted Nuthatch","Sittelle à poitrine rousse","BIRDS",c(-72.857422, 46.743309)
906125039,"QCATLAS2PC",1035,NA,1,15770,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2012,6,1,8,10,"URN:catalog:QCATLAS:QCATLAS2PC:420980-MEAM","420980-MEAM","Atlas Square 18XS58","9","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","420980",NA,"18XS58","9","9.08333","0.08333333","9",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-08,160,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Turdus migratorius","American Robin","Merle d'Amérique","BIRDS",c(-72.965996, 46.757065)
906125068,"QCATLAS2PC",1035,NA,1,830,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,6,1,6,10,"URN:catalog:QCATLAS:QCATLAS2PC:436517-GAOO","436517-GAOO","Atlas Square 18XS67","8.76667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","436517",NA,"18XS67","8.76667","8.85","0.08333333","8.76667",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-06,157,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Bucephala clangula","Common Goldeneye","Garrot à oeil d'or","BIRDS",c(-72.850128, 46.706051)
906125084,"QCATLAS2PC",1035,NA,1,15550,"QC","CA","18XS47-XX",12,"CA.QC.CM","N/A","18TXS47",2012,6,2,11,10,"URN:catalog:QCATLAS:QCATLAS2PC:420984-GRFA","420984-GRFA","Atlas Square 18XS47","9.4","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS47","420984",NA,"18XS47","9.4","9.48333","0.08333333","9.4",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-11,163,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Catharus fuscescens","Veery","Grive fauve","BIRDS",c(-73.043449, 46.684673)
906125085,"QCATLAS2PC",1035,NA,1,15550,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2012,6,2,11,10,"URN:catalog:QCATLAS:QCATLAS2PC:420996-GRFA","420996-GRFA","Atlas Square 18XS58","6.75","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","420996",NA,"18XS58","6.75","6.83333","0.08333333","6.75",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-11,163,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Catharus fuscescens","Veery","Grive fauve","BIRDS",c(-73.016502, 46.760532)
906125086,"QCATLAS2PC",1035,NA,1,15770,"QC","CA","18XS47-XX",12,"CA.QC.CM","N/A","18TXS47",2012,6,2,11,10,"URN:catalog:QCATLAS:QCATLAS2PC:420984-MEAM","420984-MEAM","Atlas Square 18XS47","9.4","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS47","420984",NA,"18XS47","9.4","9.48333","0.08333333","9.4",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-11,163,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Turdus migratorius","American Robin","Merle d'Amérique","BIRDS",c(-73.043449, 46.684673)
906125087,"QCATLAS2PC",1035,NA,1,16570,"QC","CA","18XS47-XX",12,"CA.QC.CM","N/A","18TXS47",2012,6,2,11,10,"URN:catalog:QCATLAS:QCATLAS2PC:420984-PAFM","420984-PAFM","Atlas Square 18XS47","9.4","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS47","420984",NA,"18XS47","9.4","9.48333","0.08333333","9.4",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-11,163,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga pensylvanica","Chestnut-sided Warbler","Paruline à flancs marron","BIRDS",c(-73.043449, 46.684673)
906125140,"QCATLAS2PC",1035,NA,1,14280,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2012,6,1,1,10,"URN:catalog:QCATLAS:QCATLAS2PC:420964-METN","420964-METN","Atlas Square 18XS58","9.5","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","420964",NA,"18XS58","9.5","9.58333","0.08333333","9.5",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-01,153,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Poecile atricapillus","Black-capped Chickadee","Mésange à tête noire","BIRDS",c(-72.910088, 46.772858)
906125141,"QCATLAS2PC",1035,NA,1,16580,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2012,6,1,1,10,"URN:catalog:QCATLAS:QCATLAS2PC:420964-PATC","420964-PATC","Atlas Square 18XS58","9.5","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","420964",NA,"18XS58","9.5","9.58333","0.08333333","9.5",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-01,153,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga magnolia","Magnolia Warbler","Paruline à tête cendrée","BIRDS",c(-72.910088, 46.772858)
906125142,"QCATLAS2PC",1035,NA,1,16580,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2013,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:428902-PATC","428902-PATC","Atlas Square 18XS67","8.45","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","428902",NA,"18XS67","8.45","8.53333","0.08333333","8.45",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2013-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga magnolia","Magnolia Warbler","Paruline à tête cendrée","BIRDS",c(-72.863388, 46.742737)
906125143,"QCATLAS2PC",1035,NA,1,880,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2013,6,2,13,10,"URN:catalog:QCATLAS:QCATLAS2PC:428852-GRHA","428852-GRHA","Atlas Square 18XS58","8.16667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","428852",NA,"18XS58","8.16667","8.25","0.08333333","8.16667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2013-06-13,164,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Mergus merganser","Common Merganser","Grand Harle","BIRDS",c(-72.930153, 46.771423)
906125144,"QCATLAS2PC",1035,NA,1,14280,"QC","CA","18XS68-XX",12,"CA.QC.CM","N/A","18TXS68",2014,5,4,29,10,"URN:catalog:QCATLAS:QCATLAS2PC:436505-METN","436505-METN","Atlas Square 18XS68","9.56667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS68","436505",NA,"18XS68","9.56667","9.65","0.08333333","9.56667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-05-29,149,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Poecile atricapillus","Black-capped Chickadee","Mésange à tête noire","BIRDS",c(-72.835648, 46.759342)
906125145,"QCATLAS2PC",1035,NA,1,16580,"QC","CA","18XS68-XX",12,"CA.QC.CM","N/A","18TXS68",2014,5,4,29,10,"URN:catalog:QCATLAS:QCATLAS2PC:436505-PATC","436505-PATC","Atlas Square 18XS68","9.56667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS68","436505",NA,"18XS68","9.56667","9.65","0.08333333","9.56667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-05-29,149,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga magnolia","Magnolia Warbler","Paruline à tête cendrée","BIRDS",c(-72.835648, 46.759342)
906125175,"QCATLAS2PC",1035,NA,1,15590,"QC","CA","18XS68-XX",12,"CA.QC.ME","N/A","18TXS68",2012,6,1,8,10,"URN:catalog:QCATLAS:QCATLAS2PC:420979-GRSO","420979-GRSO","Atlas Square 18XS68","7.38333","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS68","420979",NA,"18XS68","7.38333","7.46667","0.08333333","7.38333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-08,160,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Catharus guttatus","Hermit Thrush","Grive solitaire","BIRDS",c(-72.859665, 46.77549)
906125183,"QCATLAS2PC",1035,NA,1,16660,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2013,6,2,13,10,"URN:catalog:QCATLAS:QCATLAS2PC:428849-PAGN","428849-PAGN","Atlas Square 18XS58","7.8","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","428849",NA,"18XS58","7.8","7.88333","0.08333333","7.8",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2013-06-13,164,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga virens","Black-throated Green Warbler","Paruline à gorge noire","BIRDS",c(-72.910088, 46.772858)
906125184,"QCATLAS2PC",1035,NA,1,16610,"QC","CA","18XS57-XX",12,"CA.QC.CM","N/A","18TXS57",2012,6,2,11,10,"URN:catalog:QCATLAS:QCATLAS2PC:420991-PACJ","420991-PACJ","Atlas Square 18XS57","8.81667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS57","420991",NA,"18XS57","8.81667","8.9","0.08333333","8.81667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-11,163,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga coronata","Yellow-rumped Warbler","Paruline à croupion jaune","BIRDS",c(-73.03392, 46.708618)
906125189,"QCATLAS2PC",1035,NA,1,16610,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2011,5,4,30,20,"URN:catalog:QCATLAS:QCATLAS2PC:408185-PACJ","408185-PACJ","Atlas Square 18XS67","8.75","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","408185",NA,"18XS67","8.75","8.83333","0.08333333","8.75",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2011-05-30,150,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga coronata","Yellow-rumped Warbler","Paruline à croupion jaune","BIRDS",c(-72.879285, 46.682863)
906125196,"QCATLAS2PC",1035,NA,1,17680,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2014,6,2,11,10,"URN:catalog:QCATLAS:QCATLAS2PC:436478-PIEC","436478-PIEC","Atlas Square 18XS58","7.33333","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","436478",NA,"18XS58","7.33333","7.41667","0.08333333","7.33333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-06-11,162,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Piranga olivacea","Scarlet Tanager","Piranga écarlate","BIRDS",c(-72.925301, 46.762787)
906125235,"QCATLAS2PC",1035,NA,1,10300,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2011,7,1,2,20,"URN:catalog:QCATLAS:QCATLAS2PC:410019-PICH","410019-PICH","Atlas Square 18XS67","8","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","410019",NA,"18XS67","8","8.08333","0.08333333","8",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2011-07-02,183,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Dryobates villosus","Hairy Woodpecker","Pic chevelu","BIRDS",c(-72.860926, 46.743745)
906125239,"QCATLAS2PC",1035,NA,1,17000,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2011,5,4,30,20,"URN:catalog:QCATLAS:QCATLAS2PC:408185-PAMA","408185-PAMA","Atlas Square 18XS67","8.75","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","408185",NA,"18XS67","8.75","8.83333","0.08333333","8.75",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2011-05-30,150,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Geothlypis trichas","Common Yellowthroat","Paruline masquée","BIRDS",c(-72.879285, 46.682863)
906125240,"QCATLAS2PC",1035,NA,1,41384,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2011,5,4,30,20,"URN:catalog:QCATLAS:QCATLAS2PC:408185-VIYR","408185-VIYR","Atlas Square 18XS67","8.75","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","408185",NA,"18XS67","8.75","8.83333","0.08333333","8.75",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2011-05-30,150,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Vireo olivaceus","Red-eyed Vireo","Viréo aux yeux rouges","BIRDS",c(-72.879285, 46.682863)
906125241,"QCATLAS2PC",1035,NA,1,16540,"QC","CA","18XS68-XX",12,"CA.QC.ME","N/A","18TXS68",2012,6,1,8,10,"URN:catalog:QCATLAS:QCATLAS2PC:420979-PACL","420979-PACL","Atlas Square 18XS68","7.38333","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS68","420979",NA,"18XS68","7.38333","7.46667","0.08333333","7.38333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-08,160,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Setophaga americana","Northern Parula","Paruline à collier","BIRDS",c(-72.859665, 46.77549)
906125264,"QCATLAS2PC",1035,NA,1,15550,"QC","CA","18XS48-XX",12,"CA.QC.CM","N/A","18TXS48",2011,6,3,22,20,"URN:catalog:QCATLAS:QCATLAS2PC:409995-GRFA","409995-GRFA","Atlas Square 18XS48","7.41667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS48","409995",NA,"18XS48","7.41667","7.5","0.08333333","7.41667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2011-06-22,173,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Catharus fuscescens","Veery","Grive fauve","BIRDS",c(-73.082802, 46.765111)
906125265,"QCATLAS2PC",1035,NA,1,15770,"QC","CA","18XS48-XX",12,"CA.QC.CM","N/A","18TXS48",2011,6,3,22,20,"URN:catalog:QCATLAS:QCATLAS2PC:409995-MEAM","409995-MEAM","Atlas Square 18XS48","7.41667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS48","409995",NA,"18XS48","7.41667","7.5","0.08333333","7.41667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2011-06-22,173,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Turdus migratorius","American Robin","Merle d'Amérique","BIRDS",c(-73.082802, 46.765111)
906125266,"QCATLAS2PC",1035,NA,1,13420,"QC","CA","18XS48-XX",12,"CA.QC.CM","N/A","18TXS48",2011,6,3,22,20,"URN:catalog:QCATLAS:QCATLAS2PC:409995-VITB","409995-VITB","Atlas Square 18XS48","7.41667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS48","409995",NA,"18XS48","7.41667","7.5","0.08333333","7.41667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2011-06-22,173,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Vireo solitarius","Blue-headed Vireo","Viréo à tête bleue","BIRDS",c(-73.082802, 46.765111)
906125267,"QCATLAS2PC",1035,NA,1,15770,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2011,7,1,2,20,"URN:catalog:QCATLAS:QCATLAS2PC:410019-MEAM","410019-MEAM","Atlas Square 18XS67","8","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","410019",NA,"18XS67","8","8.08333","0.08333333","8",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2011-07-02,183,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Turdus migratorius","American Robin","Merle d'Amérique","BIRDS",c(-72.860926, 46.743745)
906125268,"QCATLAS2PC",1035,NA,1,40702,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2011,7,1,2,20,"URN:catalog:QCATLAS:QCATLAS2PC:410019-TRMI","410019-TRMI","Atlas Square 18XS67","8","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","410019",NA,"18XS67","8","8.08333","0.08333333","8",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2011-07-02,183,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Troglodytes hiemalis","Winter Wren","Troglodyte des forêts","BIRDS",c(-72.860926, 46.743745)
906125271,"QCATLAS2PC",1035,NA,1,13420,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2011,5,4,30,20,"URN:catalog:QCATLAS:QCATLAS2PC:408185-VITB","408185-VITB","Atlas Square 18XS67","8.75","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","408185",NA,"18XS67","8.75","8.83333","0.08333333","8.75",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2011-05-30,150,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Vireo solitarius","Blue-headed Vireo","Viréo à tête bleue","BIRDS",c(-72.879285, 46.682863)
906125272,"QCATLAS2PC",1035,NA,1,15550,"QC","CA","18XS68-XX",12,"CA.QC.ME","N/A","18TXS68",2012,6,1,8,10,"URN:catalog:QCATLAS:QCATLAS2PC:420979-GRFA","420979-GRFA","Atlas Square 18XS68","7.38333","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS68","420979",NA,"18XS68","7.38333","7.46667","0.08333333","7.38333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2012-06-08,160,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Catharus fuscescens","Veery","Grive fauve","BIRDS",c(-72.859665, 46.77549)
906125321,"QCATLAS2PC",1035,NA,1,1160,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2013,6,1,5,10,"URN:catalog:QCATLAS:QCATLAS2PC:428857-GEHU","428857-GEHU","Atlas Square 18XS58","8.41667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","428857",NA,"18XS58","8.41667","8.5","0.08333333","8.41667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2013-06-05,156,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Bonasa umbellus","Ruffed Grouse","Gélinotte huppée","BIRDS",c(-72.991554, 46.763096)
906125322,"QCATLAS2PC",1035,NA,1,14420,"QC","CA","18XS58-XX",12,"CA.QC.CM","N/A","18TXS58",2013,6,1,5,10,"URN:catalog:QCATLAS:QCATLAS2PC:428857-SIPB","428857-SIPB","Atlas Square 18XS58","8.41667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS58","428857",NA,"18XS58","8.41667","8.5","0.08333333","8.41667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2013-06-05,156,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Sitta carolinensis","White-breasted Nuthatch","Sittelle à poitrine blanche","BIRDS",c(-72.991554, 46.763096)
906125344,"QCATLAS2PC",1035,NA,1,13640,"QC","CA","18XS67-XX",12,"CA.QC.CM","N/A","18TXS67",2014,5,4,29,10,"URN:catalog:QCATLAS:QCATLAS2PC:436496-GEBL","436496-GEBL","Atlas Square 18XS67","7.73333","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS67","436496",NA,"18XS67","7.73333","7.81667","0.08333333","7.73333",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2014-05-29,149,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Cyanocitta cristata","Blue Jay","Geai bleu","BIRDS",c(-72.779678, 46.741928)
906125345,"QCATLAS2PC",1035,NA,1,13640,"QC","CA","18XS68-XX",12,"CA.QC.CM","N/A","18TXS68",2013,6,3,17,10,"URN:catalog:QCATLAS:QCATLAS2PC:428937-GEBL","428937-GEBL","Atlas Square 18XS68","7.36667","796",NA,NA,"QCATLAS2","Point Count","PointCount","https://www.bsc-eoc.org/norac/atlascont.htm","18XS68","428937",NA,"18XS68","7.36667","7.45","0.08333333","7.36667",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2013-06-17,168,21,100257,"National Park","Parc National","La Mauricie National Park of Canada","Parc national du Canada de la Mauricie",1,1144405238.12109,209825.80071201,"Cyanocitta cristata","Blue Jay","Geai bleu","BIRDS",c(-72.848526, 46.75341)
