"point_id","ndvi"
57,0.121406411582213
1,0.562672556598564
139,0.617679212868968
140,0.653789874158619
218,0.40464308960729
58,0.524209683873549
88,0.581929006812478
89,0.587083476468568
90,0.416763950501985
219,0.46031746031746
91,0.456712390375534
141,0.544569574346249
92,0.562604340567613
2,0.439242503945292
3,0.477112676056338
142,0.615194054500413
220,0.587051938551573
143,0.62848200312989
144,0.594675540765391
93,0.265551265551266
94,0.505693800084353
95,0.517902350813743
59,0.557781487664626
96,0.587972078038303
145,0.628329677217173
60,0.384644124789837
146,0.618601538976246
147,0.56786703601108
148,0.607900750897813
221,0.29925868123293
149,0.519013360739979
150,0.658980927981782
151,0.592223161453931
152,0.648955223880597
153,0.648972349549017
154,0.62998015570142
155,0.586267297249956
222,0.49587961304192
156,0.651618651618652
97,0.461161651504549
223,0.557647894830343
157,0.6
98,0.5199841709537
99,0.225005745805562
100,0.308012968967114
224,0.413316039775184
225,0.546305136528547
226,0.560340148362584
4,0.457223305176522
101,0.545067698259188
61,0.228249308657732
158,0.614147909967846
159,0.590325271059216
138,0.325772116559065
227,0.511535401750199
228,0.461472159972419
5,0.396143029329048
229,0.498552205757111
230,0.241040746195385
6,0.176023261015433
62,0.476521739130435
231,0.506838294448914
160,0.461799321763415
161,0.57145484642266
162,0.564664046415871
163,0.636932241250931
102,0.341745531019979
164,0.473004947300495
165,0.644232160949486
166,0.585127201565558
167,0.649617871840094
168,0.256616800920598
169,0.648328267477204
170,0.62708102108768
171,0.624549866917176
232,0.231922219971643
103,0.5906292749658
172,0.610564304461942
104,0.547937464682614
105,0.666187877046826
173,0.544569574346249
233,0.481999152901313
174,0.648972349549017
175,0.585127201565558
176,0.644232160949486
177,0.617679212868968
178,0.649617871840094
179,0.6
106,0.587083476468568
63,0.228249308657732
234,0.546305136528547
180,0.636932241250931
107,0.299075025693731
7,0.563953488372093
181,0.649617871840094
108,0.265551265551266
182,0.519013360739979
183,0.658980927981782
184,0.651618651618652
185,0.62848200312989
235,0.29925868123293
186,0.461799321763415
33,0.582242660063672
109,0.379732486964407
187,0.624549866917176
64,0.524209683873549
188,0.521961184882533
34,0.636099404156373
110,0.622884012539185
189,0.614461686130219
35,0.509609548856969
36,0.443544951001278
236,0.231922219971643
237,0.432525951557093
37,0.621481721125849
38,0.624382716049383
8,0.383455663558818
39,0.56112403794523
40,0.529365700861394
111,0.562604340567613
9,0.176023261015433
10,0.477112676056338
190,0.592223161453931
41,0.138571894359309
11,0.457223305176522
65,0.650334753499696
42,0.556159420289855
43,0.577498709788405
191,0.586267297249956
192,0.614147909967846
44,0.452036199095023
45,0.526470013674546
193,0.618601538976246
66,0.585097078887528
46,0.438808547377509
194,0.648328267477204
195,0.590325271059216
47,0.510568159782819
196,0.521961184882533
197,0.607900750897813
48,0.0347054075867635
49,0.520060275004709
50,0.544392115820687
198,0.644232160949486
51,0.483884830253545
67,0.386190372467872
52,0.483628779979145
112,0.547937464682614
113,0.460647223332002
199,0.594675540765391
200,0.564664046415871
114,0.547937464682614
201,0.648955223880597
202,0.624549866917176
203,0.62708102108768
68,0.476521739130435
204,0.594675540765391
205,0.658980927981782
206,0.62848200312989
115,0.225005745805562
238,0.241040746195385
69,0.557781487664626
207,0.615194054500413
12,0.396143029329048
208,0.615194054500413
116,0.416763950501985
239,0.511535401750199
209,0.651618651618652
70,0.538027032479322
13,0.521664960764244
14,0.477112676056338
15,0.176023261015433
210,0.57145484642266
117,0.554169030062394
71,0.228249308657732
16,0.457223305176522
72,0.22122379118528
211,0.648972349549017
17,0.439242503945292
18,0.219833430176254
73,0.251842219332466
212,0.585127201565558
118,0.545067698259188
119,0.225005745805562
19,0.410511019617341
120,0.402269861286255
74,0.495778045838359
121,0.581929006812478
122,0.476565429321335
123,0.622884012539185
124,0.587972078038303
213,0.519013360739979
20,0.496451503886448
125,0.416763950501985
21,0.321156162183862
22,0.550398839738941
126,0.587972078038303
75,0.476521739130435
23,0.511356660527931
214,0.614461686130219
76,0.557781487664626
127,0.505693800084353
77,0.547084355538781
24,0.393188854489164
128,0.5199841709537
129,0.338275789027748
130,0.461161651504549
131,0.341745531019979
53,0.292366574526898
25,0.58546571136131
132,0.299075025693731
26,0.631191335740072
78,0.343620451404883
79,0.575289575289575
80,0.258802011888432
54,0.587806943268417
81,0.317337097153611
240,0.587051938551573
27,0.659755595221749
28,0.281408051790411
29,0.563953488372093
30,0.508061344868266
133,0.40581690415772
82,0.621691413815365
215,0.608900438525256
216,0.6
217,0.56786703601108
134,0.517902350813743
31,0.396143029329048
83,0.494224422442244
84,0.612218649517685
135,0.265551265551266
85,0.384644124789837
55,0.442587367050141
136,0.468600626339212
86,0.644592249855408
56,0.267375306623058
137,0.469261388766033
32,0.668868587491216
87,0.515492957746479
